新闻id,时间,内容,risk_score,risk_label,risk_types,primary_risk_type,reason,confidence,summary,gold_source
30,2026-04-20 15:00:23,币安将上线多个现货交易对并开放交易机器人服务 据币安官方公告，币安将于2026年04月21日16:00（东八区时间）上线币安人生/U、币安人生/USD1、ENJ/U、GIGGLE/U和ORDI/U现货交易对。此外，币安将在同一时间为这些交易对开放交易机器人服务。币安还将为符合条件的用户推出U现货和杠杆交易对的手续费优惠活动，活动期间为币安人生/U、ENJ/U、GIGGLE/U和ORDI/U现货和杠杆交易对提供零Maker（挂单）手续费优惠，直至另行通知。,8,low,[],无明显风险,新闻仅涉及币安上线新的现货交易对和交易机器人服务，属于交易所正常业务公告，未出现任何负面事件或风险信号，因此风险评分较低。,0.95,币安宣布上线多个现货交易对并开放交易机器人服务，同时推出手续费优惠活动。,agreement_candidate
31,2026-04-20 14:53:38,Jupiter落实安全措施，未发现可疑活动 据 Foresight News 报道，Jupiter 发推表示，目前其未收到任何受 Vercel 影响的通知或迹象。其 jup.ag 前端亦不存储任何敏感信息。Jupiter 已主动落实 Vercel 推荐的全部安全措施，完成所有密钥轮换，并对系统日志进行全面审查，暂未发现任何可疑活动。,5,low,[],无明显风险,Jupiter官方声明已落实安全措施且未发现可疑活动，属于正常安全更新，无实际风险事件。,0.95,Jupiter确认未受Vercel影响且已主动加强安全措施,agreement_candidate
32,2026-04-20 14:40:36,加密市场 | Aave 多个资金池利用率达 100% 据 NS3 报道，0xQuit 表示，多个 Aave 资金池已达到 100% 的利用率，导致存款人无法提取资金，并增加了坏账风险。0xQuit 还指出，如果 ETH 价格迅速下跌，Aave 无法有效清算头寸，损失可能会加剧。,70,high,"[""偿付能力 / 储备 / 流动性风险"", ""爆仓 / 清算风险""]",偿付能力 / 储备 / 流动性风险,新闻明确表明Aave出现严重流动性问题，存款人无法提款，且存在清算机制失效和坏账风险，属于明确的协议风险。风险类别准确。分数方面，尚未发生实际损失，但风险显著，给予7分（高风险）较为合适。LLMa和LLMb的类别正确，分数均在合理区间，但分别略低和略高，因此最终修正为7分。,0.95,Aave多个资金池利用率达100%，存款无法提取，或引发坏账风险。,human_adjudicated
33,2026-04-20 14:38:05,SparkLend 调整抵押品范围影响 ETH 用户 Spark 在一月份下架了 rsETH，并持续收紧抵押品范围和功能设置。据 NS3 报道，此举不受 ETH 循环用户欢迎，可能导致业务转向 Aave。尽管如此，SparkLend 在当前条件下仍有充足的 ETH 提款流动性，而 Aave 在多个网络面临短缺。,15,low,[],无明显风险,新闻核心事件是 SparkLend 调整抵押品范围，下架 rsETH，属于正常业务决策，未涉及攻击、损失或流动性危机，且明确提到 SparkLend 流动性充足，整体风险较低。,0.91,SparkLend 下架 rsETH 并收紧抵押品设置，部分用户可能转向 Aave，但自身流动性充足。,agreement_candidate
34,2026-04-20 14:33:27,"何一对散户的投资建议：少量配置、多做研究、少下手 币安联合首席执行官何一在2026香港Web3嘉年华上表示，比特币是最大的去中心化资产，BNB是最大的中心化资产，建议不熟悉加密行业的投资者参照巴菲特价值投资理论，优先配置头部资产，少量入场。何一明确表示，不推荐币安创始人、前CEO赵长鹏（CZ）卖房梭哈的做法。她提出""回旋门与单行门""风险框架：可逆决策即便失败仍可回到原点，不可逆决策则须极度谨慎。核心建议：少量配置、多做研究、少下手，确保投入成本可控。",8,low,[],无明显风险,新闻为何一在会议上的投资建议，核心是鼓励散户理性配置和谨慎投资，不涉及任何安全漏洞、监管执法、市场异常或负面事件，整体无明显风险信号。,0.96,何一建议散户少量配置加密货币，多做研究，避免冲动投资。,agreement_candidate
35,2026-04-20 14:29:46,"何一：币安拒绝零和博弈，平台扩张带动行业增长 币安联合首席执行官何一在2026香港Web3嘉年华上表示，币安的增长逻辑从根本上是非零和的——平台规模越大、用户越多，整个行业随之扩大，处于行业头部的币安自然获得更高的商业与公众价值。何一表示，""做难而正确的事""是贯穿CZ新书《币安人生》的核心哲学，坚持五年十年甚至更长时间，必有大成。她强调，不相信纯粹的零和博弈，当所做之事对社会有价值、有人愿意为此买单时，赚自己该赚的钱便已足够，整个过程是伴随争议与痛苦的螺旋上升。",8,low,[],无明显风险,新闻仅涉及币安高管在会议上的正面演讲，表达平台扩张带动行业增长的愿景，未出现攻击、监管、亏损或任何异常信号。,0.95,何一表示币安拒绝零和博弈，平台扩张带动行业增长,agreement_candidate
36,2026-04-20 14:22:17,"何一：AI对所有行业的冲击无处不在，并非Web3独有 币安联合首席执行官何一在2026香港Web3嘉年华上表示，币安的使命自2017年以来从未改变——""我们不是在创业，是在创造历史""，公司Slogan始终是""Exchange the world""。何一表示，AI对加密行业的冲击是正常现象，AI的影响覆盖所有行业，并非Web3独有，这一冲击必然会发生。她强调，Web3对金融的变革影响真实存在，即便只是让金融效率提升一点点，也是了不起的创新；币安的建设哲学是""日拱一卒""，稳步推进，而非追求一步到位。",5,low,[],无明显风险,新闻为币安联合首席执行官在会议上的发言，内容涉及行业使命、AI影响及创新理念，属于普通行业观点分享，未出现任何负面事件或风险信号，因此风险极低。,0.96,何一在Web3嘉年华上分享币安使命与对AI冲击的看法，强调稳步创新。,agreement_candidate
37,2026-04-20 14:16:19,AI趋势 | Vitalik Buterin谈Ethereum的长期目标 Ethereum创始人Vitalik Buterin表示，Ethereum的长期目标是成为自我主权的数字基础设施，而不仅仅是一个交易链。据NS3报道，Buterin强调网络应支持金融、社会服务和身份验证等领域的去中心化应用，无需用户信任中介机构。,8,low,[],无明显风险,新闻核心事件是Vitalik Buterin阐述以太坊长期愿景，属于行业领袖对未来发展方向的讨论，未涉及任何已发生或潜在的风险事件、攻击、监管或市场异常，整体无明显风险。,0.95,Vitalik Buterin谈以太坊长期目标：成为自我主权的数字基础设施。,agreement_candidate
38,2026-04-20 14:16:01,加密货币面临量子计算威胁 Bitcoin 和 Ethereum 正在通过不同的安全路径应对量子计算威胁。据 NS3 报道，随着讨论从理论转向规划，Google 已为后量子密码学设定了时间表。公开密钥的旧 Bitcoin 地址理论上可能比未使用的地址更易受攻击。,12,low,[],无明显风险,新闻讨论量子计算对加密货币的长期潜在威胁及行业应对措施，属于理论性技术讨论，未发生实际攻击、损失或市场异常，无直接负面冲击。,0.95,量子计算威胁引发加密安全讨论，行业正规划后量子密码应对方案。,agreement_candidate
39,2026-04-20 14:15:38,何一：加密行业早期红利期渐退，行业正步入成熟阶段 币安联合首席执行官何一在2026香港Web3嘉年华上表示，加密行业的发展轨迹与早期互联网高度相似——互联网从反主流文化起步，最终分化为暗网与谷歌、亚马逊等服务大众的主流商业公司两条路径。何一明确表示，币安将坚定走后者的道路。她指出，华尔街与传统金融对区块链的180度转变，恰恰说明行业已日趋成熟，同时也意味着早期高回报红利期正在收窄，用户对比特币涨跌的抱怨增多即是佐证。何一强调，Web3的Layer 1、Layer 2技术基础设施已相当完善，行业当前的核心任务是推动应用落地，衡量标准始终如一：技术能解决什么问题，是否有人愿意为之付费。,5,low,[],无明显风险,新闻为何一的行业观点分享，讨论加密行业成熟化与方向选择，未出现攻击、损失、监管执法或市场异常等负面事件，整体为中性评论，对加密市场不构成直接风险。,0.96,币安何一认为加密行业红利期收窄，应推动应用落地。,agreement_candidate
40,2026-04-20 14:13:54,专家观点 | Vitalik Buterin：以太坊的终极目标是构建自我主权数字基础设施 据 ChainCatcher 报道，Vitalik Buterin 在 2026 香港 Web3 嘉年华上表示，以太坊的终极目标是构建一个用户无需信任任何中间媒介、具备“自我主权”的数字基础设施。该基础设施将支持从金融、社交到身份验证的各类去中心化应用，并作为链下应用的信任锚点。,5,low,[],无明显风险,新闻为以太坊创始人在会议上的愿景发言，描述以太坊构建自我主权数字基础设施的长期目标，属于正常行业动态和观点分享，未涉及任何负面事件、损失、攻击或监管风险，整体无明显风险信号。,0.96,Vitalik Buterin 谈以太坊终极目标是构建自我主权数字基础设施。,agreement_candidate
41,2026-04-20 14:10:21,"何一：币安不受加密或传统金融标签约束，目标是成为全球金融基础设施 币安联合首席执行官何一在2026香港Web3嘉年华上表示，币安近期已上线原油、黄金、白银等大宗商品交易，相关交易量在传统市场规模中已占据相当高的比例，公司正致力于成为超越""加密""或""传统金融""标签的全球金融基础设施。何一称，加密行业已从早年""打倒华尔街""的对立叙事演变为与传统金融深度融合的阶段，富途、老虎证券及Robinhood同时持有股票与加密资产即为佐证。她表示，币安的底层第一性原理是：推动全球金融自由、实现金融平权，并切实改善普通用户的生活。",8,low,[],无明显风险,新闻仅报道币安高管在会议上的发言，阐述其拓展大宗商品交易及金融基础设施愿景，未涉及任何负面事件、攻击、监管或异常信号，整体属于普通企业动态。,0.95,币安拓展大宗商品交易，何一称目标成为全球金融基础设施。,agreement_candidate
