新闻id,时间,内容,score_a,score_b,score_diff,label_a,label_b,label_match,label_distance,primary_a,primary_b,primary_match,types_a,types_b,types_exact_match,types_jaccard,one_no_risk_one_risk,types_disjoint,consistency_level,suggested_action,a_risk_score,a_risk_label,a_raw_risk_label,a_risk_types,a_primary_risk_type,a_reason,a_confidence,a_summary,b_risk_score,b_risk_label,b_raw_risk_label,b_risk_types,b_primary_risk_type,b_reason,b_confidence,b_summary
735,2026-04-15 00:14:00,Aave回应CowSwap前端攻击事件 Aave在X平台发文表示，已注意到CowSwap前端遭受攻击。据Odaily星球日报报道，此次事件未影响Aave接口及底层协议安全。作为预防措施，CowSwap团队已暂时关闭面向集成方的兑换端点，Aave同界面中的交易已在可用情况下切换至ParaSwap路由，以保障用户交易连续性。,5,15,10,low,low,True,0,无明显风险,链上漏洞 / 攻击风险,False,[],"[""链上漏洞 / 攻击风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,5,low,low,[],无明显风险,新闻为Aave对CowSwap前端攻击的回应声明，明确表示未影响Aave接口及底层协议安全，且已采取预防措施切换路由，整体未出现资产损失或协议异常，风险极低。,0.95,Aave回应CowSwap前端攻击未影响自身安全，已切换路由保障交易。,15,low,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,CowSwap前端遭受攻击，但Aave接口和底层协议未受影响，团队已通过切换至ParaSwap路由保障用户交易连续性，未出现资产损失或系统安全威胁，整体风险较低。,0.95,Aave回应CowSwap前端攻击，已切换路由，自身安全。
744,2026-04-14 22:53:34,"Hyperliquid 多军头子止盈2.27亿美元多单 链上分析师余烬Ember 在 X（原Twitter）表示，Hyperliquid 最大多军头子刚才平多 5.6 万枚 ETH。他今天已止盈价值 2.27 亿美元的多单，包括 1,050 BTC 和 6.2 万 ETH，实现盈利 2,121 万美元。现在他未平的多仓还有 5.8 万枚 ETH，浮盈 2,018 万美元。",10,25,15,low,low,True,0,无明显风险,大额转账 / 巨鲸行为风险,False,[],"[""大额转账 / 巨鲸行为风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻仅描述一名巨鲸在 Hyperliquid 上止盈平仓，属于正常交易行为，未出现攻击、损失、异常波动或监管事件，不构成明显风险。,0.95,Hyperliquid 最大多头平仓止盈 2.27 亿美元，实现盈利 2121 万美元。,25,low,low,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,新闻描述Hyperliquid上一名交易者平掉大量多头头寸（价值2.27亿美元）并实现盈利，属于正常的止盈行为，但大额平仓可能对相关资产价格产生小幅扰动，整体风险较低。,0.95,Hyperliquid巨鲸平仓2.27亿美元多单，盈利2121万美元。
752,2026-04-14 21:53:35,JPMorgan CFO：稳定币或成监管套利工具 JPMorgan首席财务官Jeremy Barnum警告称，如果新规未能将稳定币与银行标准对齐，稳定币可能成为监管套利工具。据NS3报道，Barnum指出，收益型模型可能类似于存款产品，同时规避利息支付和客户保护的规则。此外，Barnum表示，JPMorgan正在其自身系统内构建类似的支付功能，而不是期望稳定币会扰乱其核心支付业务。,10,25,15,low,low,True,0,无明显风险,监管与法律风险,False,[],"[""监管与法律风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻仅为JPMorgan CFO对稳定币监管套利风险的预警性观点，属于常规行业评论，未涉及实际攻击、脱锚、执法或资产损失等风险事件，整体无明显风险。,0.95,JPMorgan CFO警告稳定币可能成为监管套利工具，但无实际风险事件。,25,low,low,"[""监管与法律风险""]",监管与法律风险,新闻仅为JPMorgan CFO对稳定币可能构成监管套利的观点警告，属于行业讨论，并未涉及实际处罚、调查或市场异常事件，因此风险较低。,0.95,JPMorgan CFO警告稳定币或成监管套利工具
760,2026-04-14 21:36:07,"韩国加密货币支付犯罪活跃，警方调查逾 50 起案件 据 ChainCatcher 报道，韩国多个以加密货币为支付手段的""报复中介""机构近期持续活跃。这些机构通过 Telegram 接单，提供恐吓、袭击乃至伪装成意外事故的谋杀等服务，要求客户以 USDT 支付 50% 定金，并承诺通过 Telegram 发送随身摄像机拍摄的行动视频。

尽管涉嫌主犯已于 4 月 3 日被捕，相关网络广告仍于 4 月 13 日持续发布。韩国警方今年已就逾 50 起相关案件展开调查，逮捕约 30 人，认定所有案件均涉及加密货币支付。",45,25,20,medium,low,False,1,监管与法律风险,监管与法律风险,True,"[""监管与法律风险""]","[""监管与法律风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""监管与法律风险""]",监管与法律风险,新闻披露加密货币（USDT）被广泛用于非法暴力服务的支付，韩国警方已展开大规模调查，这暴露了加密货币在犯罪活动中的滥用，可能引发更严格的监管审查和合规压力，对行业声誉有负面影响，但尚未直接冲击市场。,0.92,韩国警方调查超50起加密货币支付犯罪，USDT被用于暴力服务交易。,25,low,low,"[""监管与法律风险""]",监管与法律风险,新闻披露加密货币被用于支付严重暴力犯罪，韩国警方已调查逾50起案件。此类事件可能引发监管机构加强对加密货币支付的审查和法律限制，对行业形象和监管环境构成轻微负面影响。,0.9,韩国破获利用USDT支付暴力犯罪的报复中介，警方调查50余起案件。
770,2026-04-14 21:02:27,市场情绪转向悲观，全球基金经理对经济前景担忧加剧 最新的美国银行（Bank of America）调查显示，自伊朗战争爆发以来，全球基金经理对世界经济前景的看法变得更加悲观。Bloomberg 在 X（原 Twitter）发文表示，尽管如此，他们距离恐慌还有很大距离。这对您的投资意味着什么？,30,10,20,low,low,True,0,宏观 / 政策冲击风险,无明显风险,False,"[""宏观 / 政策冲击风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,30,low,low,"[""宏观 / 政策冲击风险""]",宏观 / 政策冲击风险,新闻反映全球基金经理对经济前景的悲观情绪，可能间接影响加密市场风险偏好，但调查显示市场尚未陷入恐慌，未构成实质性直接冲击，风险较低。,0.85,全球基金经理调查显示经济前景悲观，但未至恐慌。,10,low,low,[],无明显风险,新闻仅为市场情绪调查，反映基金经理对经济前景的悲观情绪，但未出现攻击、监管、技术故障等实际风险事件，对加密市场无直接冲击，整体风险较低。,0.95,基金经理调查显示经济前景担忧加剧，但未至恐慌，无直接加密市场风险。
800,2026-04-14 17:53:52,Web3 黑客攻击和欺诈损失达 4.645 亿美元 Web3 在第一季度遭遇了 43 起黑客攻击和欺诈事件，总损失达到 4.645 亿美元。据 NS3 报道，Hacken 的数据显示，钓鱼和社会工程攻击占据了最大份额，损失高达 3.06 亿美元。,75,35,40,high,low,False,2,诈骗 / 跑路 / Rug Pull 风险,链上漏洞 / 攻击风险,False,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]","[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,75,high,high,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻报告了第一季度Web3领域因黑客攻击和欺诈造成的总损失达4.645亿美元，其中钓鱼和社会工程攻击损失最为严重。已确认的大规模损失事件表明行业面临严峻的安全和欺诈威胁，可能对市场信心产生广泛负面影响，因此评为高风险。,0.95,Q1 Web3黑客攻击与欺诈总损失4.645亿美元，钓鱼攻击占3.06亿。,35,low,low,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",链上漏洞 / 攻击风险,新闻为第一季度Web3黑客攻击和欺诈损失的统计报告，属于历史数据总结，未描述正在发生的攻击事件，虽暴露行业安全漏洞，但不构成即时市场冲击，整体风险较低。,0.92,Q1 Web3 黑客攻击和欺诈造成4.645亿美元损失，钓鱼攻击占主因。
805,2026-04-14 17:03:43,"地缘政治 | 英国自由民主党要求FCA调查Farage与Stack BTC的关系 据 Cointelegraph 报道，英国自由民主党要求金融行为监管局（FCA）调查Nigel Farage与Bitcoin财务公司Stack BTC的关系。该公司披露购买了37枚Bitcoin，并发布了包含Farage的宣传材料。

自由民主党副领袖Daisy Cooper致信FCA，要求调查Farage是否违反市场规则，因为他在持有公司股份的情况下出现在Stack BTC的宣传视频中。她表示，FCA必须调查Farage的加密货币计划是否可能构成市场滥用和利益冲突。

Stack BTC周一表示，作为其财务策略的一部分，购买了37枚Bitcoin。Farage在相关视频中表示，没有持有Bitcoin的公司无法存在。

Farage最近加深了与Stack BTC的关系。今年3月，他通过媒体公司Thorn In The Side披露了对该公司的28.6万美元股权投资，占公司6.31%的股份。Stack BTC由前英国财政大臣Kwasi Kwarteng担任主席。

Cooper的信还提到，早期加密投资者Christopher Harborne向Reform UK捐赠了创纪录的900万英镑，Farage推动加密友好政策。她质疑Farage是否通过其政治平台推广加密货币以提升其价值。

上个月，Rycroft Review建议暂停对政党的加密货币捐赠，警告可能导致外国干预英国选举。英国政府已推进该提案，首相Keir Starmer表示将在更强的保障措施到位前暂时禁止加密捐赠。",45,25,20,medium,low,False,1,监管与法律风险,监管与法律风险,True,"[""监管与法律风险""]","[""监管与法律风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""监管与法律风险""]",监管与法律风险,英国自由民主党要求FCA调查政治人物Farage与Stack BTC的利益冲突及潜在市场滥用，事件带来监管不确定性和声誉风险，但尚未有官方调查行动或实际损失，影响范围有限。,0.75,英国自由民主党要求FCA调查Nigel Farage是否违反市场规则，因其在持有Stack BTC股份的情况下出现在宣传视频中。,25,low,low,"[""监管与法律风险""]",监管与法律风险,新闻称英国自由民主党要求FCA调查政治人物Nigel Farage与Stack BTC的利益冲突，目前仅为初步指控，未确认违规，且影响范围有限，整体风险较低。,0.92,英国自由民主党要求FCA调查Farage与Stack BTC的利益冲突。
818,2026-04-14 14:28:45,参议员计划发布 Clarity Act 草案，稳定币收益问题引发银行业反对 参议员 Thom Tillis 表示，他希望本周发布 Clarity Act 草案语言，以解决加密公司是否可以对闲置稳定币余额提供收益的问题。据 NS3 报道，该提案已被银行和加密行业代表审阅，并引发了银行业的反对，但批评的来源未被披露。该法案仍需通过参议院银行委员会，并与参议院农业委员会协调后，才能进行全面投票。,20,10,10,low,low,True,0,监管与法律风险,无明显风险,False,"[""监管与法律风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,20,low,low,"[""监管与法律风险""]",监管与法律风险,新闻涉及一项关于稳定币收益的立法草案计划发布，尚处于提案阶段，未产生实际执法或市场冲击，但可能引发未来合规不确定性，因此评为轻微风险。,0.85,参议员拟发布Clarity Act草案，稳定币收益条款遭银行业反对。,10,low,low,[],无明显风险,新闻仅涉及一项立法草案的计划发布，旨在规范稳定币收益问题，目前处于讨论阶段且未产生实际负面后果，整体风险较低。,0.95,参议员计划发布Clarity Act草案解决稳定币收益问题，银行业提出反对。
827,2026-04-14 12:52:26,人民日报批评金融自媒体炒作虚拟货币 人民日报批评一些金融自媒体账号利用“百倍币”和每月数百万加密货币利润等说法吸引流量进行虚拟货币交易。据 NS3 报道，人民日报还引用了中国人民银行等七部门此前的通知，指出虚拟货币活动属于非法金融活动。,45,30,15,medium,low,False,1,监管与法律风险,监管与法律风险,True,"[""监管与法律风险""]","[""监管与法律风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""监管与法律风险""]",监管与法律风险,人民日报批评自媒体炒作虚拟货币并引用监管机构通知重申虚拟货币活动属于非法金融活动，可能强化市场对监管收紧的预期，影响投资者信心，构成中等程度的监管风险。,0.92,人民日报批评自媒体借百倍币等说法炒作虚拟货币，并重申其非法性。,30,low,low,"[""监管与法律风险""]",监管与法律风险,人民日报批评金融自媒体炒作虚拟货币，重申虚拟货币活动属于非法金融活动。此为官方媒体对现有监管政策的再次强调，并未出现新的执法行动或直接市场冲击，但可能强化监管预期，构成轻微风险。,0.9,人民日报批评自媒体炒作“百倍币”等虚拟货币，重申非法金融活动定性。
850,2026-04-14 06:14:07,"比特币价格波动，清算强度或达数十亿美元 据 ChainCatcher 报道，据 Coinglass 数据显示，若 BTC 跌破 68,545 美元，主流 CEX 累计多单清算强度将达 18.66 亿美元。反之，若 BTC 突破 75,461 美元，主流 CEX 累计空单清算强度将达 9.54 亿美元。",25,15,10,low,low,True,0,爆仓 / 清算风险,无明显风险,False,"[""爆仓 / 清算风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,25,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻仅基于Coinglass数据预测特定价格下的潜在清算规模，未确认实际清算事件发生，属于常见的市场风险提示，因此评为低风险。,0.9,若BTC跌破或突破关键位，主流CEX清算强度达数十亿美元。,15,low,low,[],无明显风险,新闻仅展示基于当前持仓的潜在清算数据，未发生实际清算或市场异常，属于普通市场信息，整体风险较低。,0.95,Coinglass数据显示BTC潜在多空清算强度，若跌破或突破关键价位将引发数十亿美元清算。
867,2026-04-14 01:05:40,"ETH 价格波动或引发清算潮 据 ChainCatcher 报道，据 Coinglass 数据显示，若 ETH 跌破 2,103 美元，主流 CEX 累计多单清算强度将达 8.93 亿美元。反之，若 ETH 突破 2,305 美元，主流 CEX 累计空单清算强度将达 6.37 亿美元。",45,35,10,medium,low,False,1,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险"", ""异常行情波动风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻基于Coinglass数据指出，若ETH跌破或突破特定价位，主流CEX将出现大规模多单或空单清算，潜在清算金额高达数亿美元，可能引发短期市场波动和连锁平仓，但价格尚未触发清算，属于预警性信息，风险中等。,0.82,ETH价格若触及关键位，CEX累计清算强度将达8.93亿或6.37亿美元。,35,low,low,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",爆仓 / 清算风险,新闻基于清算数据指出ETH若突破特定价格区间将引发大规模多空清算，属于潜在市场风险提示，但尚未发生实际清算事件，因此评为低风险。,0.9,ETH价格波动或触发大规模衍生品清算，多空清算强度分别达8.93亿和6.37亿美元。
874,2026-04-13 23:33:27,市场 | Bitcoin 投资者预期价格下跌，市场恐慌情绪升温 STS Digital CEO Maxime Seiler 表示，Bitcoin 投资者在周末价格下跌近 4% 后，正为进一步下跌做准备。据 NS3 报道，Seiler 指出，认沽期权的交易溢价显著高于认购期权，反映出市场的恐慌情绪。,10,45,35,low,medium,False,1,无明显风险,异常行情波动风险,False,[],"[""异常行情波动风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻仅描述比特币价格下跌约4%后市场恐慌情绪升温、认沽期权溢价走高，属于市场情绪和价格正常波动的反映，未出现实际损失、系统故障、攻击或监管干预等实质性风险事件，因此风险较低。,0.92,比特币价格下跌4%引发恐慌情绪，认沽期权溢价上升，市场预期进一步下跌。,45,medium,medium,"[""异常行情波动风险""]",异常行情波动风险,新闻称比特币周末下跌4%后，认沽期权溢价显著高于认购期权，反映市场恐慌情绪，投资者预期进一步下跌，可能引发短期抛售和行情异常波动，构成中等风险。,0.85,比特币周末下跌4%，恐慌情绪升温，投资者预期价格继续下跌。
877,2026-04-13 23:00:12,"Machi Big Brother 调整加密货币持仓 Hyperbot 数据显示，Machi Big Brother 已平仓其 Bitcoin 多头头寸。据 NS3 报道，他仍持有价值约 3,160 万美元的 25 倍杠杆 Ethereum 多头头寸。剩余头寸总计 14,250 ETH，且仍在减少中。",15,25,10,low,low,True,0,无明显风险,大额转账 / 巨鲸行为风险,False,[],"[""大额转账 / 巨鲸行为风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,15,low,low,[],无明显风险,新闻仅报道了巨鲸 Machi Big Brother 的正常仓位调整行为，包括平仓比特币多头和减少以太坊杠杆头寸，未发生爆仓、异常行情等负面事件，整体风险较低。,0.92,巨鲸 Machi Big Brother 平仓比特币多头，并减少以太坊高杠杆头寸。,25,low,low,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,新闻描述巨鲸平仓BTC多头并减少ETH多头持仓，属于大额持仓调整行为，可能带来短期价格波动，但未发生实际损失或负面事件，整体风险较低。,0.9,巨鲸Machi平仓BTC多头，减少25倍杠杆ETH多头持仓。
882,2026-04-13 22:22:45,Strategy 和 Bitmine 面临巨额未实现损失 Strategy 在其 Bitcoin 持仓上面临 36.1 亿美元的未实现损失。据 NS3 报道，Bitmine 在其 Ethereum 持仓上也面临 70 亿美元的未实现损失。,45,15,30,medium,low,False,1,异常行情波动风险,异常行情波动风险,True,"[""异常行情波动风险""]","[""异常行情波动风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""异常行情波动风险""]",异常行情波动风险,新闻称 Strategy 和 Bitmine 的加密持仓因价格下跌出现巨额未实现损失，可能引发市场对大型持有者财务健康和潜在抛压的担忧，但未涉及实际清算或违约，故评为中等风险。,0.8,Strategy 和 Bitmine 在 BTC/ETH 持仓上出现数十亿美元未实现亏损。,15,low,low,"[""异常行情波动风险""]",异常行情波动风险,新闻仅报道Strategy和Bitmine因加密资产价格下跌面临账面未实现损失，未发生实际抛售、清算或流动性危机，属于正常市场波动下的持仓浮亏，对市场无直接冲击，风险较低。,0.95,Strategy和Bitmine分别因持仓比特币和以太坊面临巨额未实现损失。
898,2026-04-13 19:50:59,"RAVE币集中度高，团队控制超98%供应量 据 NS3 报道，Crypto分析师MLM指出，Ravedao团队有效控制了超过98%的RAVE供应量，其中一个推测的团队钱包持有95.3%，其他疑似内部人士持有的交易所钱包也增加了总量。MLM表示，这种集中度将使RAVE的有效市值接近2亿美元，而CoinMarketCap列出的代币价格为9.47美元，完全稀释估值约为94.7亿美元，七天内上涨了3,747.59%。",65,75,10,medium,high,False,1,诈骗 / 跑路 / Rug Pull 风险,诈骗 / 跑路 / Rug Pull 风险,True,"[""诈骗 / 跑路 / Rug Pull 风险"", ""项目治理 / 团队异常风险""]","[""诈骗 / 跑路 / Rug Pull 风险"", ""项目治理 / 团队异常风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,65,medium,medium,"[""诈骗 / 跑路 / Rug Pull 风险"", ""项目治理 / 团队异常风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻指出RAVE代币供应高度集中，团队控制超98%供应量，存在市场操纵和潜在跑路风险，但尚属分析师警告，未确认实际欺诈或损失，因此评为中等风险。,0.8,RAVE代币团队控制超98%供应量，分析师警告高度集中化风险。,75,high,high,"[""诈骗 / 跑路 / Rug Pull 风险"", ""项目治理 / 团队异常风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻指出RAVE币供应高度集中，团队控制超98%代币，且近期价格异常暴涨，存在极高的市场操纵和潜在Rug Pull风险，对投资者资产安全构成严重威胁。,0.95,RAVE团队控制超98%供应量，价格七日暴涨3747%，集中度极高。
900,2026-04-13 19:34:58,Circle CEO回应USDC冻结争议 Circle首席执行官Jeremy Allaire表示，公司不会冻结与法律程序无关的USDC钱包。据NS3报道，此前有批评指向Drift的2.3亿美元USDC未被冻结。本月早些时候，Drift遭遇疑似朝鲜攻击，损失高达2.8亿美元。,10,45,35,low,medium,False,1,无明显风险,链上漏洞 / 攻击风险,False,[],"[""链上漏洞 / 攻击风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻主要是Circle CEO对USDC冻结争议作出澄清，称不会无故冻结钱包，回应的Drift攻击事件已发生且非新风险，整体无新增负面信号。,0.92,Circle CEO澄清不会无故冻结USDC，回应Drift攻击相关争议。,45,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻提及Drift遭遇疑似朝鲜攻击损失2.8亿美元，Circle CEO回应不会主动冻结无法律程序的USDC钱包，可能引发对USDC在攻击事件中作用的争议，但回应本身未造成直接市场冲击。,0.85,Circle CEO回应USDC冻结争议，称仅依法冻结钱包，此前Drift遭攻击损失2.8亿美元。
905,2026-04-13 18:24:14,"Strategy 杠杆率达 33%，股价下跌 11% Strategy 的杠杆率约为 33%，衡量其债务及类似债务工具与其持有的 766,970 枚 BTC 的比例。据 NS3 报道，STRC 活动增加可能使资本结构管理更加困难，并对普通股施加更大压力，而 MSTR 在过去 30 天内下跌了 11%，而 Bitcoin 相对保持不变。",30,45,15,low,medium,False,1,偿付能力 / 储备 / 流动性风险,偿付能力 / 储备 / 流动性风险,True,"[""偿付能力 / 储备 / 流动性风险""]","[""偿付能力 / 储备 / 流动性风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,30,low,low,"[""偿付能力 / 储备 / 流动性风险""]",偿付能力 / 储备 / 流动性风险,新闻指出Strategy公司杠杆率达33%且股价下跌11%，可能加大资本结构管理压力，但尚未出现实际偿付危机或比特币抛售行为，对加密市场直接影响有限，风险较低。,0.7,Strategy高杠杆和股价下跌引发市场对其财务压力的担忧。,45,medium,medium,"[""偿付能力 / 储备 / 流动性风险""]",偿付能力 / 储备 / 流动性风险,Strategy 杠杆率达33%，股价近期下跌11%而比特币价格稳定，可能增加其资本结构管理难度和偿付压力，存在潜在流动性风险，但尚未出现违约等明确危机。,0.85,Strategy杠杆率33%，股价月跌11%，比特币价格稳定。
914,2026-04-13 17:34:46,"QCP：美伊谈判失败推高油价，影响市场风险偏好 QCP 表示，美伊谈判失败导致油价回升至每桶 100 美元以上，市场风险偏好减弱。据 NS3 报道，Bitcoin 在 74,000 美元附近停滞不前。QCP 指出，Ethereum 从 2,330 美元跌至 2,180 美元，加密货币隐含波动率回到冲突前水平。Bitcoin ETF 的资金流入仍然积极，IBIT 上周净流入约 6.12 亿美元。",30,15,15,low,low,True,0,无明显风险,宏观 / 政策冲击风险,False,[],"[""宏观 / 政策冲击风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,30,low,low,[],无明显风险,新闻为机构对美伊谈判失败影响市场风险偏好的评论，加密货币价格小幅回落，但ETF资金流入仍积极，未发生重大风险事件，整体风险较低。,0.9,美伊谈判失败推高油价，市场风险偏好减弱，加密市场小幅调整。,15,low,low,"[""宏观 / 政策冲击风险""]",宏观 / 政策冲击风险,新闻反映美伊谈判失败推高油价，市场风险偏好减弱，导致比特币停滞、以太坊小幅下跌，但比特币ETF资金流入积极，波动率变化有限，未出现资产损失、监管行动或系统级异常，风险较低。,0.85,美伊谈判失败推高油价，加密市场承压但ETF资金流入积极。
934,2026-04-13 13:33:19,黑客利用漏洞铸造10亿枚DOT代币并获利 黑客在以太坊上铸造了10亿枚DOT代币，并在利用Hyperbridge网关漏洞后出售。据NS3报道，CertiK表示，此次攻击获利约23.7万美元。,65,72,7,medium,high,False,1,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险""]","[""链上漏洞 / 攻击风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,65,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,黑客利用Hyperbridge网关漏洞在以太坊上铸造了10亿枚DOT并出售获利约23.7万美元，这是一起已确认的链上攻击事件，对跨链资产安全构成风险，但损失金额相对有限，未引发大规模市场冲击。,0.95,黑客利用Hyperbridge漏洞铸造10亿枚DOT并获利23.7万美元。,72,high,high,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻明确报道黑客利用Hyperbridge网关漏洞在以太坊上铸造10亿枚假DOT代币并出售获利，已造成实际资产损失，属于已确认的链上攻击事件，尽管直接获利金额有限，但漏洞性质可能波及其他跨链资产，因此评为高风险。,0.95,黑客利用Hyperbridge漏洞铸造假DOT获利约23.7万美元
951,2026-04-13 10:56:09,Loracle 增持 TON 做多仓位，CL 做空仓位达 1976 万美元 据 Foresight News 报道，Onchain Lens 监测显示，Loracle 已将其 CL 做空仓位增加至 1976 万美元，并增持 TON 做多仓位。Loracle 还持有 BTC、NEAR、LIT、TAO、PAXG 和 ENA 做多仓位，总价值超 4717 万美元。,5,25,20,low,low,True,0,无明显风险,大额转账 / 巨鲸行为风险,False,[],"[""大额转账 / 巨鲸行为风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,5,low,low,[],无明显风险,新闻仅报道了某地址的做多与做空仓位变动，属于正常的链上数据监测，未涉及任何损失、攻击、监管或市场异常事件，因此风险极低。,0.95,Loracle增持TON多仓，CL空仓增至1976万美元，另有多资产多仓,25,low,low,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,新闻来自链上监测，显示巨鲸Loracle增加了对CL的大额做空仓位及TON做多仓位，属于正常的交易头寸调整，未涉及资产损失、攻击或监管事件。但大额做空可能引发市场关注和短期价格波动，风险轻微。,0.9,巨鲸Loracle增加CL做空和TON做多仓位，总持仓超4717万美元。
953,2026-04-13 10:55:14,World Liberty Finance 借贷扩张接近 Dolomite 平台上限 World Liberty Finance 在快速扩张借贷后，将 Dolomite 平台的抵押品使用推近 51 亿美元上限。据 NS3 报道，约 30 亿 WLFI 支持约 4070 万美元的稳定币债务，主要通过 USD1-USDC 循环结构，清算阈值接近 75%。Chaos Labs 表示，WLFI 占 Dolomite 总锁仓量的 82.7% 和借贷的 85.3%，但活动目的尚未披露。,35,60,25,low,medium,False,1,偿付能力 / 储备 / 流动性风险,偿付能力 / 储备 / 流动性风险,True,"[""偿付能力 / 储备 / 流动性风险"", ""项目治理 / 团队异常风险""]","[""偿付能力 / 储备 / 流动性风险"", ""项目治理 / 团队异常风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,35,low,low,"[""偿付能力 / 储备 / 流动性风险"", ""项目治理 / 团队异常风险""]",偿付能力 / 储备 / 流动性风险,新闻指出 WLFI 在 Dolomite 平台的借贷集中度过高，占锁仓量 82.7% 和借贷 85.3%，且清算阈值接近 75%，活动目的未披露，存在流动性集中风险和项目运营不透明的问题，但目前尚无实际损失或负面事件，因此评为轻微风险。,0.7,WLFI 借贷在 Dolomite 高度集中，抵押品使用近上限，目的不明。,60,medium,medium,"[""偿付能力 / 储备 / 流动性风险"", ""项目治理 / 团队异常风险""]",偿付能力 / 储备 / 流动性风险,World Liberty Finance 在 Dolomite 上集中抵押大量 WLFI 进行循环借贷，杠杆率高且接近平台上限，清算阈值仅 75%，若抵押品下跌极易引发连锁清算，波及平台流动性；且活动目的未披露，增加不确定性。,0.85,WLFI 在 Dolomite 借贷扩张至上限，高杠杆循环借贷且清算阈值低，集中度风险高。
966,2026-04-13 09:24:15,地址0x338…bf8ea开启6700枚ETH的高杠杆空单 链上分析師Ai姨在 X（原Twitter）表示，地址0x338…bf8ea昨晚开启6700枚ETH的25倍空单，开仓价为$2209.4，清算价为$2218.7，清算空间仅有9美元。,15,45,30,low,medium,False,1,无明显风险,爆仓 / 清算风险,False,[],"[""爆仓 / 清算风险"", ""大额转账 / 巨鲸行为风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,15,low,low,[],无明显风险,新闻仅描述某个地址开启高杠杆空单且清算空间极小，属于链上个别交易行为，未对市场、项目或交易所造成明显风险，整体风险较低。,0.95,某地址以25倍杠杆开6700枚ETH空单，清算价极近。,45,medium,medium,"[""爆仓 / 清算风险"", ""大额转账 / 巨鲸行为风险""]",爆仓 / 清算风险,某巨鲸地址开启6700 ETH的高杠杆空单，清算空间极小，存在极高爆仓风险，若触发清算可能加剧市场波动，但尚未发生实际清算事件，风险中等。,0.92,巨鲸地址开启6700枚ETH高杠杆空单，清算价极近。
